0,34
1,70
2,79
3,72
4,86
5,90
6,62
7,87
8,108
9,95
10,103
11,105
12,111
13,107
14,97
15,108
16,98
17,98
18,100
19,98
20,107
21,85
22,42
23,54
24,76
25,87
26,69
27,93
28,106
29,98
30,98
31,97
32,97
33,82
34,110
35,98
36,95
37,90
38,98
39,111
40,102
41,102
42,90
43,106
44,96
45,99
46,90
47,97
48,96
49,100
50,101
51,78
52,96
53,96
54,100
55,90
56,93
57,68
58,40
59,2
60,1
61,2
62,2
63,4
64,3
65,1
66,2
67,5
68,2
69,0
70,4
71,4
72,8
73,4
74,3
75,0
76,3
77,1
78,0
79,2
80,1
81,0
82,4
83,2
84,0
85,4
86,2
87,2
88,2
89,1
90,2
91,2
92,0
93,1
94,3
95,0
96,1
97,1
98,1
99,2
100,3
101,2
102,1
103,2
104,1
105,1
106,3
107,4
108,3
109,1
110,6
111,3
112,9
113,8
114,1
115,2
116,3
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,1
128,0
129,0
130,0
131,0
132,0
133,0
134,1
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,1
150,1
151,0
152,1
153,0
154,2
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,1
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,1
175,0
176,0
177,1
178,1
179,0
180,0
181,0
182,0
183,0
184,1
185,0
186,0
187,0
188,6
189,0
190,1
191,1
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,21
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,6
236,6
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,23
253,0
254,0
255,0
256,0
257,0
258,0
259,0
260,0
261,0
262,0
263,0
264,0
265,0
266,0
267,0
268,0
269,0
270,0
271,0
272,0
273,12
274,11
275,14
276,13
277,9
278,9
279,14
280,12
281,16
282,16
283,16
284,12
285,8
286,51
287,15
288,19
289,15
290,15
291,9
292,18
293,18
294,13
295,14
296,6
297,17
298,11
299,12
300,12
301,12
302,12
303,6
304,14
305,10
306,10
307,41
308,11
309,10
310,20
311,16
312,17
313,17
314,18
315,12
316,25
317,18
318,11
319,15
320,19
321,11
322,15
323,11
324,18
325,14
326,10
327,19
328,20
329,20
330,22
331,20
332,10
333,14
334,19
335,12
336,14
337,18
338,14
339,17
340,11
341,12
342,6
343,0
344,0
345,0
346,0
347,0
348,0
349,0
350,0
351,0
352,0
353,0
354,0
355,0
356,0
357,0
358,0
359,0
360,0
361,0
362,0
363,0
364,0
365,0
366,0
367,0
368,0
369,0
370,0
371,0
372,0
373,0
374,27
375,0
376,0
377,0
378,0
379,0
380,0
381,0
382,0
383,0
384,0
385,0
386,0
387,0
388,0
389,0
390,0
391,0
392,0
393,0
394,0
395,0
396,0
397,0
398,0
399,0
400,0
401,0
402,0
403,0
404,0
405,0
406,0
407,0
408,0
409,0
410,0
411,0
412,0
413,0
414,0
415,0
416,0
417,0
418,0
419,0
420,0
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,0
450,0
451,0
452,35
453,39
454,39
455,35
456,35
457,41
458,43
459,36
460,40
461,41
462,38
463,40
464,39
465,39
466,48
467,33
468,40
469,41
470,34
471,34
472,34
473,41
474,33
475,28
476,34
477,38
478,32
479,26
480,34
481,50
482,29
483,39
484,30
485,40
486,33
487,31
488,43
489,45
490,36
491,42
492,43
493,22
494,44
495,38
496,31
497,28
498,35
499,44
500,36
501,37
502,46
503,26
504,36
505,38
506,37
507,38
508,32
509,41
510,37
511,36
512,42
513,32
514,36
515,35
516,37
517,32
518,26
519,37
520,28
521,40
522,20
523,0
524,0
525,12
526,53
527,41
528,37
529,38
530,39
531,44
532,39
533,31
534,31
535,41
536,34
537,45
538,51
539,39
540,41
541,35
542,41
543,33
544,36
545,35
546,30
547,38
548,39
549,37
550,38
551,41
552,46
553,33
554,41
555,43
556,37
557,33
558,37
559,34
560,43
561,39
562,27
563,90
564,116
565,116
566,118
567,112
568,111
569,107
570,121
571,112
572,112
573,117
574,108
575,114
576,110
577,110
578,111
579,110
580,106
581,110
582,112
583,107
584,120
585,105
586,114
587,113
588,117
589,114
590,119
591,112
592,117
593,106
594,102
595,116
596,71
597,84
598,73
599,77
600,75
601,77
602,78
603,82
604,76
605,63
606,86
607,78
608,76
609,78
610,80
611,83
612,77
613,83
614,75
615,69
616,74
617,67
618,78
619,73
620,78
621,66
622,79
623,90
624,75
625,74
626,74
627,74
628,80
629,74
630,66
631,77
632,85
633,0
634,0
635,0
636,0
637,0
638,0
639,0
640,0
641,0
642,0
643,0
644,0
645,0
646,0
647,0
648,0
649,0
650,0
651,0
652,0
653,0
654,0
655,0
656,0
657,0
658,0
659,0
660,0
661,0
662,0
663,0
664,0
665,0
666,0
667,0
668,1
669,111
670,139
671,141
672,0
673,0
674,0
675,0
676,0
677,0
678,0
679,0
680,0
681,0
682,0
683,0
684,0
685,0
686,0
687,0
688,0
689,0
690,0
691,0
692,0
693,0
694,0
695,0
696,0
697,0
698,0
699,0
700,0
701,0
702,0
703,0
704,0
705,0
706,0
707,0
708,0
709,0
710,0
711,0
712,0
713,0
714,0
715,0
716,0
717,0
718,0
719,0
720,0
721,0
722,0
723,0
724,0
725,0
726,0
727,0
728,0
729,0
730,0
731,0
732,0
733,0
734,0
735,0
736,0
737,0
738,0
739,0
740,0
741,0
742,0
743,0
744,0
745,0
746,0
747,0
748,0
749,0
750,0
751,0
752,0
753,0
754,0
755,0
756,0
757,0
758,0
759,0
760,0
761,0
762,0
763,0
764,0
765,0
766,0
767,0
768,0
769,0
770,0
771,0
772,0
773,0
774,0
775,0
776,0
777,0
778,0
779,0
780,0
781,0
782,0
783,0
784,0
785,0
786,0
787,0
788,0
789,0
790,0
791,0
792,0
793,0
794,0
795,0
796,0
797,0
798,0
799,0
800,0
801,0
802,0
803,0
804,0
805,0
806,0
807,0
808,0
809,0
810,0
811,0
812,0
813,0
814,0
815,0
816,0
817,0
818,0
819,0
820,0
821,0
822,0
823,0
824,0
825,0
826,0
827,0
828,0
829,0
830,0
831,0
832,0
833,0
834,0
835,0
836,0
837,0
838,0
839,0
840,0
841,0
842,0
843,0
844,0
845,0
846,0
847,0
848,0
849,0
850,0
851,0
852,0
853,0
854,0
855,0
856,0
857,0
858,0
859,0
860,0
861,0
862,0
863,0
864,0
865,0
866,0
867,0
868,0
869,0
870,0
871,0
872,0
873,0
874,0
875,0
876,0
877,0
878,0
879,0
880,0
881,0
882,0
883,0
884,0
885,0
886,0
887,0
888,0
889,0
890,0
891,0
892,0
893,0
894,0
895,0
896,0
897,0
898,0
899,0
900,0
901,0
902,0
903,0
904,0
905,0
906,0
907,0
908,0
909,0
910,0
911,0
912,0
913,0
914,0
915,0
916,0
917,0
918,0
919,0
920,0
921,0
922,0
923,0
924,0
925,0
926,0
927,0
928,0
929,0
930,0
931,0
932,0
933,0
934,0
935,0
936,0
937,0
938,0
939,0
940,0
941,0
942,0
943,0
944,0
945,0
946,0
947,0
948,0
949,0
950,0
951,0
952,0
953,0
954,0
955,0
956,0
957,0
958,0
959,0
960,0
961,0
962,0
963,0
964,0
965,0
966,0
967,0
968,0
969,0
970,0
971,0
972,0
973,0
974,0
975,0
976,0
977,0
978,0
979,0
980,0
981,0
982,0
983,0
984,0
985,0
986,0
987,0
988,0
989,0
990,0
991,0
992,0
993,0
994,0
995,0
996,0
997,0
998,0
999,0
